trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	38.1  	1   	5  +  7\n\n	---     	1.855	1.221	1   	even    	even    
2   	40.1  	2   	7  +  6\n\n	---     	1.856	0.787	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	80.1  	1   	4  +  8\n\n	---     	1.856	1.219	0   	odd     	even    
2   	82.1  	2   	9  +  7\n\n	---     	1.851	1.249	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	122.1 	1   	7  +  4\n\n	---     	1.851	NR  	0   	NR      	odd     
2   	124.1 	2   	7  +  8\n\n	---     	1.855	0.83	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	164.1 	1   	7  +  5\n\n	---     	1.854	1.614	1   	even    	even    
2   	166.1 	2   	7  +  7\n\n	---     	1.855	0.757	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	206.1 	1   	6  +  5\n\n	---     	1.856	1.284	1   	odd     	odd     
2   	208.1 	2   	6  +  8\n\n	---     	1.856	0.73	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	290.2 	1   	6  +  5\n\n	---     	1.855	1.021	1   	odd     	odd     
2   	292.2 	2   	7  +  7\n\n	---     	1.855	0.635	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	332.2 	1   	8  +  9\n\n	---     	1.855	1.026	1   	odd     	odd     
2   	334.2 	2   	7  +  9\n\n	---     	1.855	1.137	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	374.1 	1   	8  +  8\n\n	---     	1.855	1.441	1   	even    	even    
2   	376.2 	2   	6  +  8\n\n	---     	1.85	0.686	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	416.1 	1   	9  +  4\n\n	---     	1.855	1.622	1   	odd     	odd     
2   	418.2 	2   	8  +  8\n\n	---     	1.851	0.756	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	458.1 	1   	3  +  8\n\n	---     	1.856	1.516	1   	odd     	odd     
2   	460.1 	1   	3  +  8\n\n (repeat 1)	---     	1.855	1.098	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	510.4 	1   	8  +  6\n\n	---     	1.855	0.79	1   	even    	even    
2   	512.5 	2   	2  +  9\n\n	---     	1.856	0.643	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	552.4 	1   	7  +  7\n\n	---     	1.856	0.699	1   	even    	even    
2   	554.5 	2   	9  +  7\n\n	---     	1.853	0.793	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	594.4 	1   	9  +  7\n\n	---     	1.855	0.753	1   	even    	even    
2   	596.5 	2   	8  +  6\n\n	---     	1.85	0.606	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	636.4 	1   	8  +  8\n\n	---     	1.855	0.742	1   	even    	even    
2   	638.4 	2   	6  +  9\n\n	---     	1.853	1.013	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	678.4 	1   	6  +  7\n\n	---     	1.856	1.06	1   	odd     	odd     
2   	680.5 	2   	7  +  7\n\n	---     	1.854	0.81	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	725   	1   	7  +  6\n\n	---     	1.853	0.961	1   	odd     	odd     
2   	727   	2   	9  +  5\n\n	---     	1.855	1.35	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	767   	1   	8  +  7\n\n	---     	1.855	1.055	1   	odd     	odd     
2   	769   	2   	8  +  6\n\n	---     	1.855	0.709	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	809   	1   	8  +  8\n\n	---     	1.856	0.701	1   	even    	even    
2   	811   	2   	5  +  7\n\n	---     	1.856	0.691	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	851   	1   	6  +  7\n\n	---     	1.85	1.139	1   	odd     	odd     
